C
CIPC Company,54401841400.2
Null,29805798366.390015
Government Entity,5343528314.3300018
State Owned Entity,2504860745.2999992
Unincorporated Body of Persons,526098932.99000025
Individual,500054102.21999806
Non Profit Organisation (Department of Social Dev),205089580.9499999
Inter-vivos Trust,180457065.45000011
Foreign Company,314944.22
